NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
COWAY,KR7021240007,,,,,,,,,,,,52.92,54.5,61.89,59.31,56.08,55.94,57.28,69.52,72.6,77.73,81.04,78.32,78.46,76.06
LOTTE SHOPPING,KR7023530009,,,,,,,,,,72.02,78.32,81.68,77.6,75.16,77.76,78.83,64.69,59.96,55.03,55.39,49.16,51.36,53.51,58.63,63.94
INDUSTRIAL BANK OF KOREA,KR7024110009,,,,,,,,,,,25.51,37.59,39.75,36.09,41.44,37.74,36.67,36.61,50.52,55.45,53.04,50.06,64.38,67.21,66.34
SAMSUNG E&A,KR7028050003,,,,,,,,,,,,40.98,54.61,52.86,50.96,56.39,54.62,61.73,78.8,72.66,78.1,74.98,75.12,74.6,
PANOCEAN,KR7028670008,,,,,,,,,,,,41.82,40.52,28.33,16.16,24.83,16.25,17.52,5.29,23.77,24.68,33.65,36.93,65.63,
KT,KR7030200000,,,,,,,,,77.31,68.0,63.66,71.84,69.15,70.43,66.46,67.5,72.36,76.22,87.96,85.46,82.2,78.31,72.72,77.69,
LG UPLUS,KR7032640005,,,,,,,,,,,,15.36,13.51,28.67,35.98,35.61,37.32,38.77,48.0,43.43,51.97,75.61,70.08,70.41,61.96
KT & G,KR7033780008,,,,,,,,,51.43,48.19,61.79,61.54,61.45,63.21,62.22,58.13,53.97,52.94,55.38,61.55,79.61,81.28,81.2,80.56,
DOOSAN ENERBILITY,KR7034020008,,,,,,,,,,43.89,44.94,59.81,61.53,73.23,73.13,73.49,71.38,78.79,76.03,74.52,68.66,65.86,67.7,66.71,74.14
LG DISPLAY,KR7034220004,,,,,,,,,,48.31,66.57,67.29,75.57,71.36,71.89,72.83,68.05,69.68,77.2,73.97,75.31,73.94,70.39,70.18,61.64
KANGWON LAND,KR7035250000,,,,,,,,,,,,49.53,47.33,64.82,69.29,69.26,66.67,72.79,66.58,61.55,66.62,64.99,54.34,59.55,
NAVER,KR7035420009,,,,,,,,,,32.61,33.39,42.35,44.71,39.39,41.29,47.29,55.0,53.9,55.8,49.76,55.49,72.0,78.43,79.17,
KOREA GAS,KR7036460004,,,,,,,,,,,,65.41,62.01,64.81,62.02,68.08,60.28,64.33,62.29,70.31,73.48,67.27,66.35,61.85,
NCSOFT,KR7036570000,,,,,,,,,,,,12.2,20.53,19.25,14.75,10.8,16.38,23.17,26.91,25.04,41.31,53.11,40.49,50.88,62.84
HANWHA OCEAN,KR7042660001,,,,,,,,,,,,44.57,43.87,51.66,49.71,53.2,46.37,43.24,46.68,39.76,34.47,60.04,53.45,58.57,57.23
HD HYUNDAI INFRACORE,KR7042670000,,,,,,,,,,,,60.0,56.82,62.18,60.55,59.27,62.2,60.35,61.85,59.65,61.16,51.01,50.15,61.83,69.56
DAEWOO ENGR.& CON.,KR7047040001,,,,,,,,,,,,18.64,20.48,54.66,62.51,58.92,65.04,61.15,67.3,67.21,70.8,69.75,76.0,81.58,
POSCO INTERNATIONAL,KR7047050000,,,,,,,,,,,,10.62,12.88,26.98,27.67,15.84,22.64,35.35,36.58,47.12,47.97,60.81,65.04,60.02,
LG H & H,KR7051900009,,,,,,,,,,,64.27,65.0,71.3,65.22,62.77,66.9,63.68,61.05,63.22,62.41,76.19,76.49,77.17,73.41,71.74
LG CHEM,KR7051910008,,,,,,,,,,55.97,60.51,68.87,68.86,64.62,63.51,66.28,64.02,69.47,70.16,68.35,68.57,65.93,70.73,71.66,68.0
LG ELECTRONICS,KR7066570003,,,,,,,,,,54.78,57.61,75.21,76.36,78.27,79.85,84.21,87.82,90.1,92.57,86.46,89.44,87.6,86.21,86.05,
HYUNDAI DEPARTMENT STORE,KR7069960003,,,,,,,,,,,,5.38,6.83,5.59,3.91,4.19,2.82,6.86,5.63,4.32,12.29,28.98,34.82,49.82,
KOREA INVESTMENT HDG.,KR7071050009,,,,,,,,,,,,13.92,13.29,23.15,13.98,19.01,16.47,18.84,14.22,18.89,21.29,28.92,56.91,58.31,56.45
GS HOLDINGS,KR7078930005,,,,,,,,,,,58.14,54.1,60.75,57.53,58.93,44.23,41.04,39.02,42.67,44.81,49.67,49.03,46.39,46.29,
HYUNDAI GLOVIS,KR7086280005,,,,,,,,,,,,17.63,13.12,24.25,29.58,42.78,49.95,56.2,61.32,66.07,78.69,77.07,77.94,74.59,
HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,,,,,,,,,,,,8.14,7.44,9.15,8.53,15.47,7.2,5.14,14.02,5.66,13.45,17.93,16.12,56.45,
KB FINANCIAL GROUP,KR7105560007,,,,,,,,,,25.07,63.74,59.02,68.93,73.01,73.12,71.89,69.62,83.63,88.11,87.78,87.73,87.7,89.44,89.96,87.72
AGILE GROUP HDG.,KYG011981035,,,,,,,,,,,,47.4,52.42,53.06,49.67,50.65,50.01,55.94,63.25,63.23,61.17,55.7,52.79,47.95,52.45
ASMPT,KYG0535Q1331,,,,,,13.74,19.02,12.78,14.66,14.04,9.78,16.48,9.75,47.19,42.34,39.06,40.88,60.16,69.64,71.17,71.41,69.81,74.51,68.97,
CHINA RESOURCES LAND,KYG2108Y1052,,,,,,,,,,20.96,14.82,25.08,19.16,17.76,30.93,32.18,40.51,53.35,58.52,56.85,53.27,61.89,61.7,67.03,78.25
CHINA MENGNIU DAIRY,KYG210961051,,,,,,,,,,,25.72,17.77,30.01,26.54,29.23,22.85,26.44,38.88,49.87,53.42,68.79,73.36,76.75,79.07,76.74
CK HUTCHISON HOLDINGS,KYG217651051,,,,24.55,24.55,28.37,21.18,24.05,11.81,8.81,10.71,14.67,26.97,25.26,26.86,25.68,38.47,47.24,51.95,48.53,54.35,65.14,67.35,73.96,70.43
AAC TECHNOLOGIES HDG.,KYG2953R1149,,,,,,,,,,,,,,,39.84,70.87,73.8,74.06,76.29,75.85,76.13,78.83,78.17,77.41,75.13
ENN ENERGY HOLDINGS,KYG3066L1014,,,,,,,,,,,18.28,35.63,28.86,36.76,35.34,37.54,38.48,52.84,56.55,59.94,66.11,75.52,77.68,79.41,79.56
FIH MOBILE,KYG3472Y1017,,,,,,,22.62,22.31,4.38,19.63,19.91,22.91,23.09,22.62,23.07,21.78,34.24,33.46,36.57,39.49,48.74,51.44,51.01,51.56,59.81
HERBALIFE,KYG4412G1010,,,,,,,,,,28.3,26.82,41.12,38.53,37.06,35.02,30.11,28.94,30.64,34.88,43.56,49.46,55.52,69.23,76.63,
KINGBOARD HOLDINGS,KYG525621408,,,,,,15.75,26.29,23.13,25.02,20.08,19.84,9.83,16.07,18.24,13.78,12.73,15.73,18.31,15.91,35.66,33.69,43.34,35.75,34.99,34.11
LEE & MAN PAPER MNFG.,KYG5427W1309,,,,,,,18.52,23.09,16.8,7.56,18.61,11.6,15.67,12.66,16.15,19.47,18.07,28.89,20.43,42.38,43.34,46.24,48.57,48.08,49.17
LIFESTYLE INTL.HDG. DEAD - DELIST.21/12/22,KYG548561284,,,,,,,,,20.71,18.66,7.95,17.69,10.71,20.41,22.45,24.42,23.34,27.09,25.84,43.64,43.31,46.93,44.2,,
LI NING,KYG5496K1242,,,,,,,,,,,25.51,26.83,38.85,33.06,34.26,40.48,39.04,40.12,41.82,32.66,42.39,43.5,44.48,42.52,
LONKING HOLDINGS,KYG5636C1078,,,,,,,,,,,,16.45,10.3,10.39,19.12,14.55,20.78,18.19,18.56,33.45,38.21,44.97,39.57,42.93,
PARKSON RETAIL GROUP,KYG693701156,,,,,,,,,,,,16.57,16.66,15.42,10.42,20.07,19.16,19.15,21.58,20.26,21.51,26.19,41.81,37.93,
SEMICON.MNFG.INTL.,KYG8020E1199,,,,,,,,,,,,52.47,43.51,53.79,46.26,46.82,46.68,52.16,53.2,55.01,54.58,50.78,52.28,65.19,61.94
SHUI ON LAND,KYG811511131,,,,,,,,24.94,37.57,52.53,55.15,51.0,54.91,48.3,42.76,46.19,43.52,56.53,55.23,58.63,66.38,63.38,68.21,71.76,74.18
SOHO CHINA,KYG826001003,,,,,,,,,,,,22.91,21.02,27.56,27.25,35.67,27.7,48.67,52.54,51.54,60.85,61.46,62.0,62.6,69.63
TENCENT HOLDINGS,KYG875721634,,,,,,38.57,20.74,29.06,24.2,26.6,33.83,31.58,37.28,25.02,29.81,28.82,37.09,61.95,61.82,73.22,75.07,81.93,84.57,86.03,88.94
TINGYI CYMN.ISLE.HLDG.,KYG8878S1030,,,,,,18.29,29.67,31.15,17.78,19.91,16.59,21.88,21.54,27.71,25.66,20.32,22.44,25.2,41.21,37.28,34.81,42.97,47.43,45.68,44.71
WANT WANT CHINA HOLDINGS,KYG9431R1039,,,,,,,,,,10.62,6.92,8.9,6.5,10.78,12.81,19.55,21.26,22.51,,33.07,41.79,40.1,41.09,48.75,44.63
ROYAL CARIBBEAN GROUP,LR0008862868,,,,,,23.83,27.23,27.86,45.47,49.72,52.14,57.45,54.65,58.19,59.52,65.97,70.86,69.84,69.89,72.05,71.62,65.59,69.96,70.67,68.99
MILLICOM INTL.CELU.,LU0038705702,,,,,,,,,27.63,56.44,57.87,58.9,61.08,59.15,65.39,69.97,81.74,77.51,77.96,77.94,73.87,72.33,71.15,65.64,58.95
RTL GROUP,LU0061462528,,,,,,,,,,,,,26.69,38.94,46.14,39.67,33.6,54.97,58.87,56.93,49.92,56.54,49.52,52.74,
SUBSEA 7,LU0075646355,,,,,,,31.94,35.72,28.79,38.44,41.05,32.51,31.73,36.32,30.59,26.7,34.66,38.56,58.49,61.0,75.17,75.6,71.94,73.02,71.6
SES FDR (LUX),LU0088087324,,,,,,14.74,15.47,13.22,9.08,23.58,27.6,23.66,19.63,21.7,23.12,38.11,34.17,40.63,41.0,39.98,39.46,43.15,52.21,51.5,46.9
ARCELORMITTAL,LU1598757687,,,,,,46.95,48.74,54.64,58.85,69.38,73.07,75.54,80.0,81.62,82.04,84.36,81.6,84.73,84.4,82.83,81.12,80.47,81.3,82.37,77.1
STE NATIONALE DE SIDERURGIE,MA0000010019,,,,,,,,,,,,,,,,,,,,,,,,51.01,59.02
CIMENT DU MAROC,MA0000010506,,,,,,,,,,,,,,,,,,,,,,,52.43,52.23,50.16
ITISSALAT AL MAGHRIB STE,MA0000011488,,,,,,,,,,48.09,47.5,50.05,52.88,52.38,52.71,57.04,57.46,49.64,49.06,45.67,47.03,46.79,51.22,48.94,48.38
BANQUE POPULAIRE,MA0000011884,,,,,,,,,,,,,,,,,,,,,,,,53.13,45.42
LAFARGEHOLCIM MAROC,MA0000012320,,,,,,,,,,,,,,,,,,,,,,,,45.06,45.17
GOLDEN AGRI-RESOURCES,MU0117U00026,,,,,,,,,20.48,18.65,19.32,37.5,40.73,41.17,40.39,36.95,50.75,50.64,63.43,66.53,72.92,74.56,,59.78,
AMERICA MOVIL B,MX01AM050019,,,,,,,,,24.25,22.96,20.93,21.25,18.95,22.07,35.71,41.37,43.48,44.99,60.36,59.74,57.55,54.14,60.85,60.59,60.89
GRUPO ELEKTRA,MX01EL000003,,,,,,,,,,,9.25,23.0,19.77,9.7,9.5,17.03,21.72,46.3,57.1,57.33,62.55,57.58,68.77,70.12,
DESARROLLADORA HOMEX,MX01HO000007,,,,,,,,,,,,54.81,53.29,49.2,36.9,39.0,30.63,19.42,14.97,37.32,39.54,38.58,38.26,39.44,
WALMART DE MEXICO 'V',MX01WA000038,,,,,,,,,9.22,74.13,68.44,84.02,83.78,87.9,88.28,88.98,86.24,85.02,88.94,91.19,89.14,86.42,88.99,88.31,87.69
ALFA 'A',MXP000511016,,,,,,,,,,,,24.47,28.73,34.83,36.38,38.38,41.19,46.17,49.28,46.29,39.08,43.83,46.95,29.45,23.31
CEMEX CPO,MXP225611567,,,,49.14,55.94,62.66,33.55,69.54,70.84,76.14,71.98,85.84,78.67,87.68,88.11,86.19,87.57,87.98,89.06,85.6,87.89,86.42,86.34,85.88,84.91
FOMENTO ECONOMICO MEXICANO,MXP320321310,,,,,,,,,,32.73,56.82,56.44,73.81,72.03,72.01,76.76,74.55,75.38,77.75,76.08,71.26,68.44,68.39,78.73,70.94
GRUPO FINANCIERO INBURSA SRIES 'O',MXP370641013,,,,,,,,,28.24,19.25,22.79,18.99,21.48,3.54,4.49,6.87,4.5,4.01,4.28,2.48,17.72,15.28,9.95,9.06,9.79
GPO FINANCE BANORTE,MXP370711014,,,,,,,,,,29.93,32.97,47.61,46.22,57.88,62.09,59.93,58.98,60.0,76.57,76.84,84.03,80.2,84.98,82.79,80.86
GRUPO MEXICO 'B',MXP370841019,,,,,,,,,,48.01,50.97,53.01,49.11,46.61,49.16,59.13,61.47,59.91,61.39,62.18,62.93,63.03,63.01,64.35,68.41
GRUPO CARSO SERIES A1,MXP461181085,,,,,,,,,8.5,7.07,4.42,5.0,5.04,8.05,6.32,9.56,11.77,14.25,20.67,28.06,21.92,24.21,21.89,18.87,
GRUPO BIMBO 'A',MXP495211262,,,,,,,,,,40.57,47.35,51.75,53.28,58.71,56.73,56.85,69.3,71.85,80.35,79.15,77.33,85.74,84.81,86.48,87.64
GRUPO TELEVISA,MXP4987V1378,,,,,,,,,,18.6,16.85,23.31,23.14,21.98,30.49,29.22,38.18,47.88,48.52,57.1,64.54,68.3,72.67,80.19,78.23
INDUST PENOLES,MXP554091415,,,,,,,,,,59.92,61.91,51.61,57.67,69.45,69.12,66.39,63.13,58.48,53.17,53.8,46.46,63.18,60.02,54.16,47.66
KIMBERLY-CLARK DE MEXICO 'A',MXP606941179,,,,,,,,,,,,14.9,13.29,23.42,27.96,54.62,65.28,54.72,69.08,67.1,65.56,65.03,62.05,63.21,
ORGANIZACION SORIANA,MXP8728U1671,,,,,,,,,,,,,,,,,,,,,,,44.52,42.38,41.07
AMMB HOLDINGS,MYL1015OO006,,,,,,,,,,,,40.27,39.09,37.93,40.47,29.98,35.06,38.49,56.97,58.95,75.11,76.02,77.13,75.13,72.49
CIMB GROUP HOLDINGS,MYL1023OO000,,,,,,,,,,56.36,46.4,57.16,55.27,55.38,60.97,67.81,59.32,61.68,73.19,73.88,75.31,83.4,85.34,85.44,87.6
HONG LEONG FINL.GP.,MYL1082OO006,,,,,,,,,,,,33.86,32.21,32.66,30.66,50.33,49.35,50.41,32.35,36.57,40.66,44.69,45.36,44.97,58.55
MALAYAN BANKING,MYL1155OO000,,,,,,,,,,49.41,53.52,71.98,70.64,68.3,71.53,67.89,66.56,71.3,74.2,84.18,81.29,82.22,83.99,87.26,85.86
PUBLIC BANK,MYL1295OO004,,,,,,,,,,47.25,46.57,49.98,35.29,38.62,36.07,42.17,44.52,45.05,53.17,62.43,75.65,76.28,76.36,77.28,80.39
BURSA MALAYSIA,MYL1818OO003,,,,,,,,,,,,53.22,60.96,63.6,64.29,62.57,61.12,56.99,54.91,46.95,53.95,65.05,77.03,75.25,74.43
IOI CORPORATION,MYL1961OO001,,,,,,,,,,14.54,25.32,20.72,39.39,32.16,28.99,39.99,36.21,41.75,36.98,43.85,48.31,51.86,53.94,53.61,53.13
GENTING PLANTATIONS,MYL2291OO002,,,,,,,,,,,,24.46,25.89,27.74,27.95,25.35,40.11,46.27,56.58,55.5,55.63,51.1,56.16,55.17,52.58
KUALA LUMPUR KEPONG,MYL2445OO004,,,,,,,,,,,13.66,15.37,25.02,21.71,21.46,21.29,20.73,39.41,42.9,54.02,59.88,55.04,58.41,71.62,68.0
GENTING,MYL3182OO002,,,,,,,,,,23.36,19.92,32.69,27.43,26.72,28.51,28.89,36.76,51.95,46.23,43.16,48.68,43.24,69.07,70.79,71.41
IJM CORPORATION,MYL3336OO004,,,,,,,,,,,,23.93,25.49,36.11,37.15,42.03,46.36,43.37,54.22,53.39,57.63,59.19,57.92,64.46,63.31
BERJAYA CORPORATION,MYL3395OO000,,,,,,,,,,,,5.18,2.84,5.65,6.7,5.41,5.14,5.31,6.98,24.6,27.84,27.25,25.34,39.54,39.59
FRASER & NEAVE HOLDINGS,MYL3689OO006,,,,,,,,,,,,,,,,,,,55.89,57.7,62.41,62.81,76.72,69.28,69.89
MISC BHD.,MYL3816OO005,,,,,,,,,,22.83,26.97,23.81,26.22,37.28,40.36,40.51,64.73,67.19,66.37,64.88,73.31,69.55,75.08,81.06,
PPB GROUP,MYL4065OO008,,,,,,,,,,,22.49,15.36,15.77,11.06,13.23,7.65,15.09,18.77,40.14,37.48,36.23,38.1,44.95,53.44,49.29
BRIT.AMER.TOB.(MALAYSIA),MYL4162OO003,,,,,,,,,,,,66.48,57.91,71.52,67.13,67.65,71.4,80.95,84.88,81.84,77.95,80.49,82.72,81.71,80.51
SIME DARBY,MYL4197OO009,,,,,,,,,,28.9,26.55,29.61,38.88,59.29,57.2,52.66,59.62,57.22,59.64,49.24,54.47,55.93,57.44,56.77,57.66
HENGYUAN REFINING COMPANY,MYL4324OO009,,,,,,,,,,,,,,,,,,,,,,,46.5,51.85,50.98
UMW HOLDINGS DEAD - DELIST.19/02/24,MYL4588OO009,,,,,,,,,,,,21.5,37.2,30.7,35.73,37.25,40.16,51.03,48.13,42.72,67.15,61.2,72.97,74.63,
YTL CORPORATION,MYL4677OO000,,,,,,,,,,,,29.73,29.95,41.62,34.86,34.61,39.7,44.25,49.69,53.62,55.39,58.31,67.64,59.07,55.57
NESTLE (MALAYSIA),MYL4707OO005,,,,,,,,,,,,,,,,,,85.96,87.48,84.91,88.49,90.04,91.62,90.78,90.32
GENTING MALAYSIA,MYL4715OO008,,,,,,,,,,,16.84,22.93,32.22,28.05,25.13,34.16,41.83,58.72,60.28,55.62,53.7,61.78,63.67,65.11,61.71
TELEKOM MALAYSIA,MYL4863OO006,,,,,,,,,,,,64.35,58.81,67.34,66.72,60.95,55.12,48.96,50.44,54.43,55.92,63.82,68.87,67.07,62.51
MALAYSIA AIRPORTS HDG.,MYL5014OO005,,,,,,,,,,,,41.53,49.15,57.04,55.5,51.38,54.89,65.84,61.81,60.35,50.1,47.33,60.42,59.41,57.95
MAYBULK,MYL5077OO002,,,,,,,,,,,,,,,,,,,,,,,23.27,26.48,17.85
CAPITAL A,MYL5099OO006,,,,,,,,,,,,28.54,30.84,42.37,36.47,38.46,32.84,31.66,26.91,37.18,55.05,60.86,61.87,72.11,64.01
KLCC PROPERTY HOLDINGS STAPLED UNITS,MYL5235SS008,,,,,,,,,,,,,,,,,,,,,,,,36.04,44.01
TENAGA NASIONAL,MYL5347OO009,,,,,,,,,,36.38,45.37,45.39,46.23,43.27,46.94,45.54,55.19,50.83,48.16,43.06,45.55,47.12,48.02,53.83,62.75
GAMUDA,MYL5398OO002,,,,,,,,,,,,14.39,10.47,16.42,15.56,23.42,35.27,44.78,56.36,53.94,61.28,58.47,73.91,75.6,71.32
PARKSON HOLDINGS,MYL5657OO001,,,,,,,,,,,,16.77,11.66,22.87,26.55,27.46,28.84,27.6,31.51,41.05,41.25,35.95,37.12,35.74,44.28
PETRONAS DAGANGAN,MYL5681OO001,,,,,,,,,,,,13.06,24.42,32.03,29.12,37.73,61.54,57.71,74.08,76.41,67.59,75.02,69.47,73.2,
HONG LEONG BANK,MYL5819OO007,,,,,,,,,,,,31.63,29.45,31.39,33.37,35.78,35.53,28.47,57.27,61.74,64.57,76.57,77.83,83.88,84.47
PETRONAS GAS,MYL6033OO004,,,,,,,,,,26.03,21.27,29.83,27.2,27.21,26.41,42.21,45.99,41.97,46.34,51.61,46.16,53.81,67.85,66.35,62.88
CELCOMDIGI,MYL6947OO005,,,,,,,,,,39.42,51.87,52.47,71.26,71.23,67.45,63.46,60.0,68.01,63.45,65.67,66.71,63.23,67.94,63.89,64.16
KNM GROUP,MYL7164OO006,,,,,,,,,,,,,,,,,,,,,,22.42,,25.49,34.91
SP SETIA,MYL8664OO004,,,,,,,,,,,,19.21,17.99,20.08,31.88,29.9,36.43,41.4,45.45,38.97,50.19,67.2,79.99,75.51,75.09
HEINEKEN HOLDING,NL0000008977,,,,,,,,,,,,,61.04,63.39,62.17,59.93,63.74,61.34,66.08,65.31,64.25,66.91,65.28,64.22,60.14
KPN KON,NL0000009082,,,,,,,55.15,63.02,58.27,59.05,63.26,78.83,67.75,57.9,55.99,53.84,66.24,63.61,67.53,72.02,68.7,66.88,66.14,70.88,65.66
HEINEKEN,NL0000009165,,,,51.31,47.7,40.93,37.94,32.3,57.47,57.62,62.73,63.23,70.82,68.96,67.95,64.93,65.71,62.34,59.86,61.16,65.31,70.49,71.56,68.77,61.98
PHILIPS ELTN.KONINKLIJKE,NL0000009538,,,,58.11,65.48,70.46,71.48,85.04,82.32,77.8,78.3,89.85,85.75,90.29,88.11,91.61,89.68,92.06,91.29,89.06,89.29,88.67,84.21,84.67,83.7
STMICROELECTRONICS,NL0000226223,,,,56.64,55.56,49.51,72.04,70.65,75.58,81.7,94.05,93.55,93.17,91.5,91.39,89.09,88.29,91.25,91.24,90.81,94.16,94.54,92.53,91.74,91.88
AIRBUS,NL0000235190,,,,16.47,34.95,38.85,49.18,50.67,49.03,55.38,68.93,66.32,66.57,74.99,75.31,72.68,78.35,72.41,75.31,84.69,83.15,82.78,86.2,82.98,83.82
WERELDHAVE,NL0000289213,,,,16.49,16.24,17.64,34.5,37.82,34.52,42.39,51.47,47.49,42.92,46.9,54.69,54.52,57.78,56.93,61.34,64.92,57.03,59.73,57.49,57.34,58.02
BAM GROEP KON.,NL0000337319,,,,,,27.18,21.72,21.56,30.02,48.57,53.46,55.62,66.02,63.03,65.75,64.15,64.15,65.97,65.1,69.22,67.28,75.5,68.93,68.08,68.06
SBM OFFSHORE,NL0000360618,,,,16.53,12.69,14.46,27.23,26.74,59.15,57.71,54.08,62.73,63.38,60.53,60.79,69.37,62.0,67.19,64.43,68.07,69.21,60.46,64.65,65.94,56.63
RANDSTAD,NL0000379121,,,,16.13,23.3,19.55,29.86,30.61,30.6,40.5,42.53,44.62,54.01,60.38,59.85,62.3,72.18,68.26,68.73,63.71,70.98,71.98,73.25,74.82,69.28
WOLTERS KLUWER,NL0000395903,,,,45.77,45.26,65.78,45.09,66.85,61.69,60.44,57.33,59.64,69.67,64.49,68.56,68.1,64.85,65.17,69.94,69.45,67.99,70.23,65.62,67.06,62.99
ARCADIS,NL0006237562,,,,,,,,,,,,,,,,,,,,51.12,70.57,78.25,69.29,67.89,63.84
KONINKLIJKE VOPAK,NL0009432491,,,,,,,,,40.15,45.99,45.12,55.48,62.37,66.31,67.37,65.95,70.52,69.09,71.02,67.54,63.95,65.08,61.43,61.75,59.06
ASML HOLDING,NL0010273215,,,,53.03,49.02,51.42,41.3,53.27,53.99,57.49,57.86,63.12,60.12,59.53,55.84,64.7,60.53,62.48,70.06,75.32,78.12,75.67,76.74,75.18,74.51
CORBION NV C,NL0010583399,,,,,,20.79,28.09,25.47,23.12,30.25,25.52,37.55,29.58,36.42,45.24,31.51,51.47,52.43,65.25,56.16,57.34,57.4,59.59,66.08,63.53
KONINKLIJKE AHOLD DELHAIZE,NL0011794037,,,,43.9,33.65,70.5,68.36,34.53,64.76,73.98,74.35,74.44,74.69,75.91,81.97,86.02,68.01,74.47,74.29,77.09,63.39,79.67,75.59,71.63,72.59
ING GROEP,NL0011821202,,,,72.98,74.44,78.17,71.44,79.72,79.15,84.4,73.36,82.27,76.58,70.42,67.34,74.1,74.49,82.53,73.56,72.87,74.41,73.3,73.11,75.82,
AKZO NOBEL,NL0013267909,,,,39.13,37.91,36.14,70.22,71.0,81.43,81.75,77.02,78.1,78.03,76.7,75.59,72.07,77.84,76.76,71.7,79.24,71.15,76.23,77.34,78.19,73.43
TOM TOM,NL0013332471,,,,,,,12.31,19.66,19.22,37.78,37.64,46.41,53.58,43.98,43.59,45.92,43.0,41.62,31.13,34.52,39.48,44.14,41.92,38.05,45.79
STELLANTIS,NL00150001Q9,,,,28.0,47.62,48.45,36.06,35.26,60.93,76.55,82.12,81.52,86.88,88.23,92.38,90.74,89.72,87.68,94.93,92.11,91.19,89.5,88.47,87.39,82.88
FUGRO C,NL00150003E1,,,,,,15.73,14.71,18.5,25.82,30.53,25.49,40.52,40.71,39.58,35.83,22.66,43.11,44.31,62.25,70.71,74.24,72.1,69.69,68.88,69.08
FERROVIAL,NL0015001FS8,,,,,,44.28,40.54,35.69,57.86,57.39,75.14,76.1,72.6,74.74,77.51,74.13,72.47,68.47,62.58,59.64,63.55,71.33,73.55,78.57,82.86
DAVIDE CAMPARI MILANO,NL0015435975,,,,,,,,,,,,22.3,14.79,21.41,29.39,30.8,29.11,36.41,41.03,45.3,54.54,63.51,62.12,58.56,59.27
SCHIBSTED A,NO0003028904,,,,29.62,30.83,40.73,29.18,23.35,22.34,7.8,14.02,24.5,25.84,41.37,40.99,42.07,45.42,42.59,48.45,64.2,65.58,71.4,64.37,57.53,
STOREBRAND,NO0003053605,,,,33.82,27.0,38.12,39.14,31.02,68.13,70.62,64.46,67.4,58.02,55.87,56.07,46.24,48.76,49.38,62.59,63.18,69.48,85.2,89.11,84.8,72.6
MOWI,NO0003054108,,,,,,14.67,9.52,12.22,23.62,38.39,53.96,61.42,60.91,62.65,58.99,69.47,73.86,65.01,64.12,67.29,68.38,69.32,72.46,73.89,77.15
TGS,NO0003078800,,,,,,30.22,23.1,28.04,25.94,28.75,29.12,32.34,37.26,31.9,36.9,47.61,53.18,61.16,61.45,68.23,65.73,67.57,76.38,71.22,
ORKLA,NO0003733800,,,,31.08,23.04,34.98,30.45,35.92,62.78,66.3,74.54,71.91,74.6,71.44,70.64,72.09,76.44,77.38,79.61,83.11,86.54,89.29,91.12,84.71,80.34
NORSK HYDRO,NO0005052605,,,,44.98,46.64,41.02,63.49,73.92,76.82,78.96,78.24,83.81,85.43,84.99,86.0,86.19,89.05,88.12,90.53,89.73,89.05,86.1,85.56,83.14,82.68
TELENOR,NO0010063308,,,,78.07,74.68,61.63,57.23,54.52,46.09,60.22,66.86,61.19,61.28,58.51,63.9,69.79,70.82,64.57,68.09,69.06,64.97,63.08,61.01,60.25,57.11
EQUINOR,NO0010096985,,,,,,,60.78,60.04,68.66,76.42,72.3,77.12,79.02,77.77,75.64,80.5,80.01,79.02,81.26,81.77,74.51,76.34,73.75,76.33,69.01
REC SILICON,NO0010112675,,,,,,,,15.97,37.59,42.69,38.45,43.72,47.22,59.59,52.32,47.08,37.07,45.59,34.55,38.24,35.97,39.17,25.04,35.24,
PGS DEAD - DELIST.02/07/24,NO0010199151,,,,16.7,41.86,68.38,34.27,33.7,42.77,50.38,53.67,49.13,59.0,56.55,58.66,51.29,55.67,50.22,52.7,55.92,62.83,58.94,69.13,66.43,
YARA INTERNATIONAL,NO0010208051,,,,,,13.91,18.61,23.61,56.11,63.05,66.38,62.23,72.35,71.57,68.55,62.98,66.67,66.79,70.53,74.59,73.11,80.65,79.87,82.0,82.07
AKASTOR,NO0010215684,,,,,,23.01,20.21,36.34,46.38,55.86,58.5,58.31,54.94,71.45,66.36,60.64,56.16,57.13,53.96,56.64,58.48,53.75,58.91,60.87,58.42
PROSAFE,NO0010861990,,,,19.9,28.36,19.9,29.61,33.95,50.65,49.27,55.93,51.56,51.82,49.63,53.67,53.34,65.16,55.23,64.08,64.87,66.16,64.74,65.84,68.99,
TOMRA SYSTEMS,NO0012470089,,,,50.23,45.49,30.03,23.45,29.12,31.31,43.06,40.6,51.27,56.52,52.15,57.67,47.94,42.95,61.24,48.37,50.71,49.12,56.35,51.4,50.98,54.75
AUCKLAND INTL.AIRPORT,NZAIAE0002S6,,,,,,39.62,39.32,38.87,56.53,58.27,59.24,57.56,62.5,63.23,58.6,59.28,63.15,62.81,58.35,56.44,66.98,73.04,74.98,77.05,66.04
AIR NEW ZEALAND,NZAIRE0001S2,,,,,,,,,,,,,,,,,50.04,51.87,69.55,59.75,60.93,59.86,61.08,58.14,56.85
