NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
NIPPON ELEC.GLASS,JP3733400000,1929.64,1771.24,2677.34,1107.29,1696.95,3262.57,4620.0,7477.64,7859.67,7326.04,3452.4,6462.04,8237.29,4718.06,2463.8,2267.2,2451.29,2371.78,3087.26,3094.25,2718.48,1766.8,2252.21,2374.85,1865.9,2362.23
NIDEC,JP3734800000,3730.58,6356.45,3019.04,4016.91,3370.62,6065.6,8463.21,11592.27,9690.79,9534.74,5850.45,14105.08,13383.07,13503.29,8685.99,17467.72,19577.5,19708.64,28209.97,46709.7,37757.39,35928.05,75668.92,51162.42,29996.75,22594.29
NIPPON TELG. & TEL.,JP3735400008,131158.12,220180.25,109057.29,49121.99,58681.59,72619.49,67931.67,68014.58,82658.33,68718.82,65878.17,68551.69,70629.52,61662.27,62988.76,64603.21,71421.48,87977.7,89270.96,97542.23,84271.38,96553.94,100979.65,102160.87,105697.85,109324.71
NITERRA,JP3738600000,2447.54,2106.12,2713.38,1942.66,1605.1,1906.33,2422.0,5401.05,4493.97,3545.73,1762.77,2707.06,3389.74,3033.79,3227.8,5072.81,6330.0,4132.41,5111.81,5427.64,4555.7,3482.02,3453.39,3609.01,4121.38,6100.4
NHK SPRING,JP3742600004,933.89,758.92,848.92,499.63,721.0,1326.07,1661.13,2789.92,2532.88,1904.28,813.18,2015.92,2809.88,2571.18,2153.33,2593.86,2535.43,2208.75,2798.14,2530.92,2316.25,1907.06,1823.51,1894.16,1615.95,2383.26
NH FOODS,JP3743000006,3094.13,2106.35,2773.24,2008.36,2348.33,2405.34,3105.29,2265.39,2700.52,2730.9,2218.43,2794.35,3208.6,2876.62,3570.12,3660.75,4746.01,4471.26,5447.5,4891.89,3940.97,4050.38,4334.25,3794.82,2849.8,3643.81
NIPPON YUSEN KK,JP3753000003,4107.33,3876.28,5445.79,3664.19,4369.33,5203.58,7215.07,7946.88,10041.92,11952.22,5185.92,6161.9,7531.65,5269.1,4284.06,5403.59,5157.28,3164.51,3738.8,3736.77,2731.75,2500.65,4876.27,15007.44,13447.54,16234.45
NITORI HOLDINGS,JP3756100008,236.14,479.45,343.95,424.25,833.07,1659.63,1673.45,2747.17,2686.68,2607.55,2917.9,4584.69,5033.64,4992.76,4280.94,5387.61,7516.74,8930.45,13120.57,18796.57,14818.9,16425.21,21349.4,16887.3,13144.83,16660.34
NINTENDO,JP3756600007,12154.97,29112.68,23606.41,19710.36,11369.8,13379.73,15782.89,21091.25,38841.57,76058.57,39732.65,38595.7,43002.49,21930.3,14028.63,18006.42,14746.67,19859.15,29905.02,64605.12,38978.31,46392.27,80022.27,63934.5,50439.3,73650.87
NOMURA HDG.,JP3762600009,16147.18,57146.58,39520.16,21439.47,23347.65,29534.92,26592.23,36753.23,44930.17,32795.75,8287.43,27454.56,23115.16,18097.76,22302.95,26198.8,23361.6,16407.56,25059.53,22690.26,13877.07,16685.05,18781.0,14687.83,13281.81,17756.4
NOMURA RESEARCH INST.,JP3762800005,,,,4753.41,3331.05,4270.47,4423.0,5055.4,6954.66,6332.43,3448.88,4934.73,5241.33,5245.4,5106.33,7457.47,7813.21,8526.98,9105.87,10960.48,10334.45,14776.57,19908.08,20685.9,13514.89,16471.68
HOUSE SHOKUHIN GP.HONSHA K K,JP3765400001,1666.52,1519.31,1357.5,941.12,1055.42,1271.57,1607.32,1687.73,1913.21,1639.59,1593.71,1620.79,1805.22,1876.35,1718.58,1691.69,2144.45,1981.66,2203.44,3526.34,4101.25,3025.02,3366.55,2526.18,1993.07,2091.94
HAKUHODO DY HDG.,JP3766550002,,,,,,,2770.15,3168.32,2627.04,2129.39,1645.89,1902.02,2419.72,2381.38,2902.69,2947.99,4267.58,4481.59,4703.71,5721.62,6139.25,4645.47,6410.77,5055.71,4221.64,3690.28
HASEKO,JP3768600003,180.91,418.03,332.67,200.73,126.69,682.13,971.27,2797.1,4203.95,1978.07,447.08,1472.41,1380.04,1155.68,1312.15,2023.33,2824.87,2550.51,3560.96,4455.17,3772.66,3664.21,3721.11,3763.18,3447.16,3791.23
HACHIJUNI BANK,JP3769000005,4698.69,2903.4,2674.45,2435.97,2038.29,2858.63,3522.68,4116.06,3892.86,3412.3,2854.62,2981.31,3307.41,3087.16,2784.67,2858.22,3789.44,2292.51,3257.37,3125.54,2118.35,1779.56,1683.85,1861.69,2214.53,2985.23
HAMAMATSU PHOTONICS,JP3771800004,847.49,2229.56,2194.4,1312.49,1109.79,1055.54,1575.47,1956.06,2324.9,2417.38,1332.45,2044.52,3146.24,2954.64,3338.91,3447.89,4624.56,4126.3,4980.64,6485.33,5900.45,6619.0,9712.9,8096.98,8072.65,5979.35
HANKYU HANSHIN HDG.,JP3774200004,3664.22,2787.73,2851.34,2581.33,2397.69,2702.32,3766.15,5630.37,8458.81,5444.16,5682.55,6109.16,6066.54,5404.88,7113.06,6961.16,8041.82,8358.86,8476.41,9463.17,9322.14,8692.59,8437.06,7546.15,7122.15,7228.06
BANDAI NAMCO HDG.,JP3778630008,1155.26,4195.87,891.03,906.27,877.64,1313.23,1477.74,3210.57,3938.58,3016.06,2257.6,2318.12,2841.5,3133.89,3699.39,5074.65,4048.87,4382.51,6412.29,7358.82,9491.79,11485.97,16976.1,16209.18,13891.17,13289.51
PARK24,JP3780100008,182.98,695.14,870.13,511.57,604.2,861.69,1399.71,2384.13,2168.5,1247.48,967.83,1548.48,1640.14,1845.25,2808.52,3236.5,2617.74,3886.18,4091.94,3521.42,3703.3,3315.52,3334.11,2292.59,2470.69,2044.14
HIKARI TSUSHIN,JP3783420007,3508.44,60866.26,578.71,272.21,454.6,2440.55,4332.32,4327.17,2612.94,2078.44,902.7,1020.37,1413.5,1627.15,2577.45,4211.0,3128.24,3323.72,4734.8,7027.71,8587.37,9290.98,9214.68,5604.05,6682.22,7928.4
EAST JAPAN RAILWAY,JP3783600004,24070.77,18206.38,22788.58,16287.62,18544.28,18597.0,21254.74,27653.47,31025.74,30949.27,22753.8,27547.39,27895.01,25878.41,29496.48,30412.81,33674.87,34728.09,35354.99,36511.85,36528.98,29803.92,27871.35,22565.41,19037.24,22683.96
HITACHI METALS DEAD - DELIST.29/12/22,JP3786200000,1011.45,1915.42,1695.19,967.8,923.99,1403.34,2383.39,3850.55,4388.13,4943.73,2085.15,3530.9,4942.15,4488.56,3493.88,6524.98,6877.41,4559.16,6158.01,5582.63,4407.36,6314.77,6799.51,7637.0,0.0,0.0
HITACHI CON.MCH.,JP3787000003,562.15,518.25,550.49,298.55,690.53,2413.18,2792.55,4814.11,5905.04,6174.11,2475.75,4403.24,5313.72,4561.71,4917.18,4122.26,3993.59,3024.92,4984.14,9514.16,5592.27,5565.85,6612.55,5205.71,4802.76,5989.17
HITACHI,JP3788600009,21099.18,44946.47,29482.99,20251.06,14608.37,21308.86,21130.81,22996.9,23554.09,24777.58,8416.46,14896.86,26645.19,25770.23,27252.3,38183.76,33285.33,20199.34,27233.77,37399.47,30307.05,35017.16,44297.06,47423.24,47074.38,78173.7
KANADEVIA,JP3789000001,1224.71,596.14,841.39,432.69,236.77,914.72,733.32,925.66,1320.79,798.59,638.83,1119.78,1207.72,1065.57,1198.08,912.2,960.39,806.81,978.76,864.24,537.95,624.98,1081.62,1119.25,1117.0,1299.66
HITACHI TRANSPORT SYSTEM DEAD - DELIST.24/02/23,JP3791200003,746.12,610.51,603.29,461.8,554.47,684.75,1043.39,1106.53,1298.16,1339.33,1009.39,1542.09,1786.02,1853.59,1567.64,1766.04,1629.38,1665.98,2325.18,2766.59,3315.6,3042.71,3504.17,4336.79,0.0,0.0
HINO MOTORS,JP3792600003,1175.9,861.78,2185.36,1514.14,2237.0,3588.02,3643.01,3628.15,3341.33,4002.74,1056.42,2140.17,3184.5,4023.53,6103.3,8561.4,8799.34,5754.63,6705.01,7720.53,5406.23,4967.66,5393.1,5334.19,2363.45,1803.65
HIROGIN HOLDINGS,JP3796150005,2421.3,2197.88,2189.28,1900.2,2114.78,2205.91,3203.6,3728.86,3807.25,3037.47,2261.11,2589.3,2807.52,2906.05,2618.49,2426.97,3431.07,2321.59,3038.81,2493.58,1761.55,1410.84,1835.41,1789.15,1584.93,2162.32
HIROSE ELECTRIC,JP3799000009,2693.35,5117.18,3428.65,2858.13,2861.32,4177.37,4363.48,5352.08,5192.45,4323.25,3333.53,4255.85,4475.31,4062.34,4814.1,5771.46,5223.67,4500.02,5382.64,5819.08,4047.97,4269.47,5568.37,5691.05,4555.63,3858.42
FAST RETAILING,JP3802300008,806.9,8230.83,9201.09,1808.24,2789.39,6788.26,6977.49,9475.18,8632.34,7665.39,10624.06,17904.73,16650.45,21928.59,28873.97,37521.93,40868.99,29366.35,33216.15,42976.94,48743.39,54036.89,104540.41,56671.13,62367.9,92123.46
FANUC,JP3802400006,8942.42,23141.27,13870.82,11321.5,10572.09,14890.77,15549.8,20164.78,21339.04,22869.6,15400.33,23394.25,35808.26,43161.04,37064.4,40616.6,46009.47,30541.05,40253.21,52243.04,35153.69,35510.63,49921.42,36816.39,33280.2,28512.86
FUJIKURA,JP3811000003,2004.84,1487.39,2566.8,1199.03,1055.32,1774.71,1780.78,4024.21,2774.88,1759.74,799.11,1912.64,1766.02,1274.66,1046.84,1697.06,1529.73,1666.13,2222.69,2152.34,1311.74,987.33,1424.61,1566.61,2091.23,3452.34
FUJIFILM HOLDINGS,JP3814000000,18910.79,24583.27,18958.12,16128.13,16081.35,15434.76,19225.07,16644.14,22498.44,18976.99,9629.13,16365.62,17982.13,12935.0,9832.86,14938.62,17777.89,19523.46,19917.13,21187.48,23155.7,25630.04,29320.23,32548.13,24104.02,26528.67
SUBARU,JP3814800003,3525.63,4143.04,5640.71,3578.74,2893.65,3761.07,3676.19,4132.86,4429.17,3461.3,2608.36,3567.89,6666.35,6054.51,11730.82,20926.41,26713.12,25006.33,29275.82,27172.32,19739.0,19619.79,14356.17,12511.25,12370.76,16703.9
FUJITSU,JP3818000006,23402.37,62358.57,28779.51,12013.11,6102.03,12099.92,13242.59,16613.27,14424.6,15074.24,7002.04,13440.61,14030.58,11211.48,9278.34,12649.2,12576.36,7611.41,12083.46,12571.65,14211.32,22829.62,29843.69,29891.5,26439.64,31462.66
FUJI MEDIA HOLDINGS,JP3819400007,4545.3,23238.64,6902.78,4878.29,3769.81,5305.59,5475.99,6988.35,5314.56,3557.2,2689.5,3280.46,3957.13,3592.52,4009.47,4433.63,3363.28,2702.05,3264.07,4103.17,3527.35,2878.32,2831.26,2482.16,2026.25,2943.26
FUJI ELECTRIC,JP3820000002,1428.35,2694.04,2101.28,1399.98,1306.55,1578.78,2213.91,3602.29,3703.16,2780.42,652.12,1747.24,2475.04,2044.66,2108.51,3269.7,3520.89,2535.79,4219.3,5681.78,4792.55,4253.09,6193.85,7556.57,5648.51,8973.96
FURUKAWA,JP3826800009,336.03,368.39,438.24,212.79,134.88,420.33,545.94,989.73,1117.29,740.09,308.13,450.58,470.1,421.07,454.32,727.61,708.17,571.58,842.43,858.49,542.34,473.68,496.17,447.57,418.44,479.19
FURUKAWA ELECTRIC,JP3827200001,2438.41,9602.02,9819.05,2928.32,1544.99,2253.31,3265.74,5458.79,4862.14,2526.62,1693.81,3419.43,3000.11,2049.46,1549.05,1900.02,1272.85,1432.88,2556.95,3905.2,2293.99,1586.85,1844.61,1397.07,1236.81,1381.51
BROTHER INDUSTRIES,JP3830000000,790.42,632.87,615.82,1024.73,1668.18,2575.61,2413.93,2911.3,3663.02,3013.55,1804.28,3160.59,4302.17,3642.69,2881.44,3853.15,4647.88,3023.23,5234.75,6492.68,4872.9,4835.34,5151.38,4775.69,3764.71,4300.35
BRIDGESTONE,JP3830800003,18971.16,19289.26,7968.68,10770.77,9551.89,12557.64,15878.03,15548.95,16896.75,13435.89,11166.77,14255.46,16374.44,19187.53,24562.87,29461.82,31351.75,28570.08,32807.77,34265.37,30407.79,24371.91,27874.02,28898.66,27310.85,30347.97
HEIWA REAL ESTATE,JP3834800009,304.6,229.34,250.79,198.64,239.36,387.88,460.0,946.91,1000.0,738.73,314.36,467.7,444.48,521.32,571.44,594.95,560.13,434.27,571.24,773.14,760.72,1170.28,1260.2,1339.83,1039.99,1018.26
BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP3835620000,3764.67,10496.19,4446.38,2256.35,1283.96,2641.99,3619.25,3639.9,4173.14,4178.66,4170.09,4799.16,4833.95,4750.38,4351.99,3886.58,3313.12,3206.02,3091.52,3813.24,2822.48,2660.75,2068.35,2065.09,1491.09,1767.38
HOYA,JP3837800006,5676.53,8414.95,8108.05,7261.28,7207.88,10670.79,11929.06,16712.09,15409.36,11172.4,7702.11,10896.84,10303.94,10103.75,8639.14,12436.34,17300.26,14454.7,17607.64,19877.42,23279.84,34421.99,42689.71,47404.24,34888.6,44607.57
HOKUETSU,JP3841800000,634.5,880.25,1028.05,814.55,756.35,879.37,968.41,978.35,1211.03,904.64,767.54,1022.0,1205.89,1348.67,1081.75,959.57,1057.14,1179.26,1454.76,1381.46,1190.45,891.37,898.43,1137.3,1140.3,1793.89
HOKUHOKU FINL. GP.,JP3842400008,1202.79,1447.05,1316.67,1359.45,1331.65,1232.86,3987.08,5537.32,5414.36,3761.51,2318.32,2928.43,3098.76,2811.38,2397.92,2550.49,3193.23,2005.05,2365.75,1946.39,1466.69,1154.6,1193.36,1040.56,1000.82,1388.9
HOKURIKU ELEC.POWER,JP3845400005,3344.46,2678.95,2884.3,2865.39,3179.2,3635.57,4023.39,4901.54,5593.1,4676.41,5584.15,4973.71,5510.02,4155.32,2362.65,2741.24,2821.13,3175.54,2095.0,1695.33,1823.29,1510.33,1302.99,1009.99,863.63,1038.1
HOKKAIDO ELEC.POWER,JP3850200001,3341.97,2640.72,2876.2,2894.37,3101.48,3644.92,4397.46,4807.8,5929.47,4649.39,4395.72,4261.5,4572.66,3244.65,1833.72,2267.0,1709.85,1844.41,1554.15,1282.35,1376.37,975.46,903.28,927.63,768.76,958.03
HONDA MOTOR,JP3854600008,37531.12,33812.45,39569.22,36485.64,35108.0,41483.29,49244.76,54083.27,70930.32,57945.52,45197.4,63593.89,78454.24,69372.44,67463.11,65617.32,60641.46,46054.87,57287.84,65939.38,51589.18,48252.88,49502.3,55355.32,46725.12,64348.37
MAKITA,JP3862400003,1533.31,1423.1,966.59,895.25,1013.73,1718.95,2808.19,4191.73,5507.32,5350.5,2803.16,4482.36,5738.42,5682.95,6191.57,7939.48,6603.69,8320.03,9720.66,13170.19,10253.01,9901.59,11919.26,9804.72,6826.69,7108.87
MATSUI SECURITIES,JP3863800003,,,,1029.14,696.4,2125.28,3165.93,3775.48,2927.39,1763.04,1523.47,1805.87,1871.2,1681.96,2510.73,2924.84,2521.99,2202.92,2155.44,2613.37,2844.43,2051.61,2216.91,1805.75,1532.19,1448.15
PANASONIC HOLDINGS,JP3866800000,34538.58,55769.69,40174.84,24552.31,23219.98,35243.26,36399.37,52051.95,49042.72,52178.05,28356.68,34091.26,32893.43,22528.49,17950.8,30195.46,29942.58,20378.03,27479.32,38317.09,22970.01,25004.73,31446.78,24988.76,21196.45,23021.15
MAZDA MOTOR,JP3868400007,4739.53,3382.66,3424.77,2903.01,2525.88,3666.54,4055.66,7685.34,8602.6,5968.65,1772.32,4688.1,4487.15,3045.08,9028.05,14457.27,12900.59,8251.08,8551.33,8888.19,7430.8,4662.46,4975.44,4744.82,5572.9,7550.46
MATSUKIYOKARA,JP3869010003,963.43,1702.45,807.38,796.63,996.37,1170.23,1568.66,1471.56,1257.86,1005.29,942.1,1178.12,1203.54,1122.91,1478.91,1765.25,1837.76,2431.47,2587.24,4613.25,3848.13,3577.35,4287.2,5374.55,6771.74,7646.48
MABUCHI MOTOR,JP3870000001,3166.16,5728.02,4214.54,4051.04,3657.55,3089.9,2935.53,2420.76,2936.75,2374.34,1666.88,2394.62,2090.34,1853.31,1908.35,2466.3,3839.47,3053.76,3803.08,3516.24,2380.44,2436.81,3031.06,2298.02,1839.39,2412.88
MARUI GROUP,JP3870400003,6027.81,4658.5,5400.8,3721.31,3050.0,5222.64,4720.39,7049.88,4712.8,3034.44,1375.7,2165.88,2826.56,2503.94,2696.77,2775.97,3686.76,3832.88,3259.12,4461.49,3970.53,4534.9,4242.7,4009.64,3154.73,3392.66
MARUBENI,JP3877600001,2480.59,5749.86,3110.27,1056.55,1530.69,2982.73,4686.57,7436.78,11110.83,13407.48,5384.44,10384.81,13140.6,12385.4,12850.46,12285.19,10673.85,8761.02,11351.64,13460.52,12590.62,11912.14,12914.65,18079.65,21805.1,28339.56
MISUMI GROUP,JP3885400006,441.73,2556.71,1444.94,972.32,735.65,1199.27,1255.22,1773.67,1590.01,1403.21,999.19,1653.85,2174.83,2224.68,2344.17,2653.63,3515.55,3681.75,4900.57,8227.95,7034.48,6302.5,8666.71,9079.82,6458.8,3914.7
MIZUHO FINL.GP.,JP3885780001,,,59860.67,15556.09,8051.43,33979.5,57770.89,95107.53,84699.31,48269.44,21461.92,29691.02,43594.27,40198.96,53388.87,50929.01,45124.58,36726.35,47701.7,47766.54,40148.29,35272.77,37156.86,33855.21,38949.38,46407.08
MITSUI CHEMICALS,JP3888300005,3056.37,5658.35,3420.97,2843.27,3166.73,4194.15,4523.39,6164.7,6964.54,5517.51,1681.47,2806.2,3726.21,3534.03,2429.8,2687.95,3142.31,3301.32,5194.47,6308.86,5087.59,4547.66,6299.2,5122.53,4710.52,5573.18
MITSUI MNG.& SMELT.,JP3888400003,2332.45,2723.18,3526.65,1823.62,1470.79,2261.67,2554.38,3966.03,3460.28,2091.54,797.36,1573.21,2201.15,1789.52,1405.94,1518.12,1315.23,870.07,1887.02,2737.72,1426.92,1456.06,1995.22,1638.78,1424.98,1682.14
MS&AD INSURANCE GP.HDG.,JP3890310000,3722.1,3230.64,4086.92,6025.96,6999.87,12467.81,13405.78,18255.32,19092.9,15446.67,9522.45,10805.03,16526.7,13500.17,13412.41,15194.53,17463.06,17210.18,21753.26,18595.65,17796.86,19498.26,16711.28,19584.02,17405.13,25497.57
SUMITOMO MITSUI FINL.GP.,JP3890350006,37883.29,36917.0,32803.17,20060.63,14202.35,31174.05,42544.44,80862.8,76345.28,57395.38,25088.33,45445.8,52939.48,48283.12,56904.57,65158.79,55702.16,39607.19,56262.62,62439.4,50216.43,44681.61,48260.35,48919.58,58954.93,72756.89
MITSUI E&S,JP3891600003,735.39,456.87,775.99,711.38,659.82,1318.12,1556.12,2531.18,3529.51,2547.14,1232.4,1963.73,2236.71,1627.27,1522.5,1698.05,1475.89,1101.42,1375.79,1515.19,926.69,623.76,357.23,243.73,278.89,1192.77
SUMITOMO MITSUI TRUST GROUP,JP3892100003,1082.25,1537.08,2207.4,1078.72,1475.18,3621.23,8625.89,12025.73,10499.39,6567.77,3492.23,5971.94,6878.41,14722.64,16306.82,18967.84,15981.51,11351.53,14481.92,15954.11,14782.8,13111.01,12335.93,13371.25,13232.98,14542.19
MITSUI FUDOSAN,JP3893200000,6512.77,6803.67,7768.82,5849.14,5377.96,8346.86,10182.78,18363.8,26103.82,18093.51,9060.91,14878.03,18494.42,16659.5,21753.24,26921.87,27961.54,23091.89,23023.94,24455.33,23728.1,24384.94,21744.65,21046.3,17739.84,25730.03
MITSUI,JP3893600001,8622.44,10077.27,9361.61,8723.85,8274.99,12040.51,15957.29,23070.5,33203.62,40624.93,16498.31,28384.64,32740.56,31647.77,27708.11,28023.89,24893.68,20886.39,27560.55,33252.58,27705.73,29534.62,36480.82,42550.94,45233.83,66168.37
ISETAN MITSUKOSHI HDG.,JP3894900004,1930.73,1522.01,2398.48,1802.93,1443.7,2495.55,2794.76,4239.05,4189.3,2596.41,2655.46,4160.49,4726.72,4334.61,4275.08,4621.01,6001.7,4667.65,5019.94,4661.99,3918.93,2689.5,2890.94,3133.74,3995.8,5541.59
MITSUBISHI GAS CHM.,JP3896800004,1294.36,906.01,1346.16,798.99,784.3,1538.21,2467.94,5559.74,5522.82,3628.55,1876.06,2611.48,3697.0,3145.89,3416.7,3219.09,2462.65,2253.47,5048.02,5690.27,3647.31,3633.14,5252.55,3831.98,3146.56,3694.27
MITSUBISHI,JP3898400001,8453.36,12853.79,11076.62,10441.22,10450.06,15243.92,21036.54,38077.68,39447.86,52538.78,20568.68,42380.13,46840.12,41150.66,33360.42,32074.26,32258.96,25737.11,36424.05,45035.66,45529.19,40185.11,41877.47,50685.28,50898.17,91484.0
MITSUBISHI ESTATE,JP3899600005,12822.11,11978.96,12632.88,8955.55,9306.42,14224.17,15585.27,28340.14,44843.35,34479.46,14029.5,21826.4,28102.22,25107.62,33950.58,33957.86,32603.53,26117.6,27845.86,24880.14,24110.31,25539.98,24002.84,21008.22,16108.76,19186.35
MITSUBISHI MOTORS,JP3899800001,3076.52,3235.81,4546.83,2954.88,3600.26,3259.11,4085.99,11421.92,8974.47,8950.34,6356.67,7914.47,7791.82,6795.04,6617.41,9285.81,8694.03,7062.85,9537.69,11844.77,8477.83,5175.39,4224.38,3945.55,5824.1,4480.39
MITSUBISHI HEAVY INDS.,JP3900000005,12536.14,9181.15,13292.69,9216.72,9274.82,9687.75,8947.21,15558.46,19926.46,16232.1,9321.26,12528.02,14116.18,16097.84,18984.69,20615.25,18820.51,12052.43,13324.0,13892.68,13455.59,11041.58,9715.0,9693.62,12234.53,26229.17
MITSUBISHI PAPER MILLS,JP3901200000,544.16,346.8,670.47,453.92,398.12,484.54,492.85,691.93,692.5,630.05,421.07,397.08,423.33,352.41,347.46,314.85,258.3,237.56,236.63,219.43,176.64,170.35,146.98,120.0,111.87,168.29
MITSUBISHI LOGISTICS,JP3902000003,1903.81,1121.97,1421.46,1033.24,946.32,1449.6,1881.42,2641.0,3188.74,2029.48,1392.07,2037.06,2333.13,2058.25,2722.42,2492.28,2717.71,2331.72,2533.63,2074.31,2200.9,2144.63,2745.16,2050.24,1911.02,2480.92
MITSUBISHI ELECTRIC,JP3902400005,6442.41,16759.33,12692.81,7000.96,5921.41,9924.15,11123.8,16865.28,21535.24,20063.94,8375.49,17614.46,24667.79,19506.7,17937.25,24625.2,25085.0,21514.41,32319.33,36561.35,27657.98,28244.23,31611.48,25646.41,24127.2,33864.96
MITSUBISHI UFJ FINL.GP.,JP3902900004,,,,33257.41,26426.35,48131.43,58609.49,143926.08,134806.49,99375.03,52233.05,71486.37,77909.1,72978.69,80138.56,83918.99,93406.47,60779.59,95648.67,100027.62,71692.65,67765.61,71135.28,81291.59,90824.73,123994.93
MITSUBISHI MATERIALS,JP3903000002,1960.44,3504.51,2574.92,1705.06,1287.76,2212.38,2889.03,5976.23,6107.5,6034.82,2910.11,3310.18,4922.71,4334.91,3986.49,4152.43,4549.5,3693.36,4353.92,4174.17,3704.43,3139.34,3089.15,2295.78,2061.26,2256.98
MINEBEA MITSUMI,JP3906000009,3956.08,4997.01,3200.86,2207.77,1625.64,1819.44,1802.32,2394.15,2678.89,2487.85,1354.28,2178.54,2373.47,1899.74,1393.03,3473.4,6016.02,2869.59,5268.89,9596.28,6972.42,8145.72,10482.59,9245.16,7449.68,8706.21
TOKIO MARINE HOLDINGS,JP3910660004,,,,,12715.91,23192.99,25649.89,33395.73,32258.85,31247.04,17080.14,22678.58,26162.9,22335.42,22507.92,22924.71,27850.24,26464.3,33990.62,34566.67,35671.41,39289.97,34612.4,39624.37,43504.36,57705.81
MURATA MANUFACTURING,JP3914400001,10711.76,46171.79,21241.03,15009.62,9530.69,12664.03,12648.43,13877.22,16482.04,12114.79,8168.93,11914.0,16315.64,13442.93,14297.76,21337.03,26703.62,26970.31,32863.64,31301.42,36004.33,37202.62,57603.43,45853.4,36460.31,40698.14
MEIDENSHA,JP3919800007,378,307.73,330.58,291.75,229.41,523.06,632.02,849.2,821.45,515.92,464.78,1006.71,1019.33,840.75,697.6,936.99,757.11,951.11,774.02,885.48,674.62,771.59,975.59,887.07,653.61,830.55
YAKULT HONSHA,JP3931600005,987.41,1347.66,1891.34,1402.46,2195.78,2698.9,3260.69,4124.01,5268.03,4673.07,2741.08,5348.66,4958.67,5400.37,6628.16,8565.03,11038.12,8646.88,9739.28,12698.34,11460.15,8121.07,8460.75,9012.5,11663.45,7227.82
LY,JP3933800009,1256.21,37657.46,6651.14,4383.18,8382.15,33007.18,37314.43,35943.89,23378.12,27477.99,15936.12,21744.4,21841.29,18438.27,25037.92,36105.06,22805.49,22196.17,26513.99,28498.71,14280.98,18622.56,29362.63,36948.97,21156.51,21316.9
YAMAZAKI BAKING,JP3935600001,2963.09,1842.47,1422.94,1159.34,1237.53,1889.66,2001.81,1743.42,2068.61,1812.84,2754.51,2880.42,2705.86,2954.03,2731.46,2528.47,3628.16,4238.4,4329.38,4428.52,3763.38,3797.05,3707.22,2891.24,2587.48,5463.78
YAMADA HOLDINGS,JP3939000000,404.52,1734.66,1955.3,1657.17,1732.14,2544.43,4062.89,10276.36,8829.5,8460.34,3389.9,6743.08,7189.41,6228.85,3615.31,3203.36,4226.59,4674.44,4895.03,6235.7,4721.39,4964.65,4617.79,3303.56,3395.33,2757.98
YAMATO HDG.,JP3940000007,5770.46,11311.28,8748.16,7093.56,6060.59,6501.05,7519.69,8737.25,7446.25,6350.34,4301.63,6236.14,7547.48,7431.07,7753.66,9242.17,10248.25,8827.9,9129.69,10756.09,10680.45,6800.17,10219.52,7453.46,6449.93,5884.64
YAMATO KOGYO,JP3940400009,467.11,321.78,296.56,274.16,367.99,600.54,973.61,1557.98,2413.52,2898.09,1423.19,2273.02,2239.12,2240.48,2005.14,2151.56,1904.96,1386.37,1948.57,1986.85,1869.79,1468.76,1685.72,2087.24,2564.06,3622.01
ASTELLAS PHARMA,JP3942400007,10495.43,16214.41,13397.14,9248.2,9868.86,12183.77,12627.1,21656.61,24514.65,22655.9,16586.35,17915.94,18378.49,18791.65,24905.03,28651.85,35933.0,31418.52,29351.55,30351.87,30525.49,30349.26,29253.15,30968.03,25656.3,20066.01
YAMAHA,JP3942600002,1909.45,1427.7,2326.65,1277.56,2334.57,3765.4,3066.46,3399.81,4720.02,4066.8,1546.86,2335.14,2541.25,1909.35,1929.63,2730.87,3343.08,5531.97,5137.46,8770.36,9461.42,9493.29,10661.92,8653.59,7086.32,3982.2
YAMAHA MOTOR,JP3942800008,1526.56,1624.17,1526.0,1331.12,1869.0,3033.64,4760.28,6630.14,8834.76,5760.55,2543.63,3807.64,6007.95,5145.47,4127.14,5150.61,8543.65,5165.93,8116.75,11304.43,7355.63,5786.33,7620.93,7669.14,8743.55,9576.41
USS,JP3944130008,,1110.13,650.4,846.67,1323.76,2196.44,2484.8,2138.74,2060.87,1980.1,1255.43,2119.27,2533.29,3051.55,3470.88,4315.3,5476.92,4941.06,5409.27,6452.75,5708.05,5110.58,5950.98,5146.75,4153.15,4418.16
UNITIKA,JP3951200009,292.84,287.43,338.45,248.02,272.27,503.33,561.03,879.65,730.47,468.63,294.93,369.57,454.22,376.36,314.92,350.08,270.94,263.6,483.22,387.73,250.84,174.97,231.46,148.4,97.82,60.53
UNI CHARM,JP3951600000,3039.76,4471.09,3053.84,1704.83,2497.18,3200.84,3035.97,3269.8,4000.01,4754.25,4337.41,6613.66,7937.5,10554.35,12232.29,12038.72,17116.95,13574.69,13726.91,17427.11,20203.94,21447.76,24567.65,22995.24,22751.25,21107.0
YOKOGAWA ELECTRIC,JP3955000009,1189.36,2247.79,2342.65,1794.14,1715.16,3368.64,3601.9,4758.84,4057.94,2664.79,903.19,2209.69,2060.65,2610.17,2780.14,4131.27,2968.34,2558.33,4260.88,5508.37,5251.45,4567.16,5083.04,4276.42,4025.87,5538.39
